Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,71.76000213623047,72.97000122070312,71.68000030517578,72.26000213623047,68.97274780273438,7792300
2023-01-04,72.25,73.26000213623047,71.7300033569336,72.62000274658203,69.31637573242188,9948700
2023-01-05,71.73999786376953,72.37999725341797,71.52999877929688,71.91999816894531,69.19129943847656,8112000
2023-01-06,72.3499984741211,73.4000015258789,72.0999984741211,73.0,70.2303237915039,7311100
2023-01-09,73.12000274658203,73.16000366210938,70.75,71.01000213623047,68.31583404541016,13005100
2023-01-10,71.27999877929688,71.69999694824219,70.79000091552734,71.6500015258789,68.93154907226562,6673400
2023-01-11,71.51000213623047,71.9800033569336,71.0199966430664,71.94000244140625,69.21054077148438,7268700
2023-01-12,71.68000030517578,71.94000244140625,71.05999755859375,71.5999984741211,68.8834457397461,6779600
2023-01-13,71.62999725341797,72.5199966430664,71.43000030517578,72.51000213623047,69.75891876220703,9117300
2023-01-17,73.11000061035156,73.48999786376953,72.01000213623047,72.30999755859375,69.56649780273438,8964900
2023-01-18,72.33999633789062,72.66999816894531,72.08000183105469,72.13999938964844,69.4029541015625,8371100
2023-01-19,72.3499984741211,73.87000274658203,72.16000366210938,73.75,70.95186614990234,9387500
2023-01-20,73.9000015258789,74.1500015258789,73.3499984741211,74.1500015258789,71.3366928100586,10518200
2023-01-23,74.08999633789062,74.19999694824219,72.8499984741211,73.26000213623047,70.48046112060547,7426500
2023-01-24,73.0,75.0,72.12000274658203,72.33999633789062,69.59536743164062,7300200
2023-01-25,72.55999755859375,73.23999786376953,72.01000213623047,73.16999816894531,70.39388275146484,6638200
2023-01-26,73.11000061035156,73.19999694824219,71.9800033569336,72.98999786376953,70.220703125,6528300
2023-01-27,72.98999786376953,73.44999694824219,72.33999633789062,72.44999694824219,69.7011947631836,5426600
2023-01-30,72.58999633789062,72.91000366210938,71.87999725341797,72.02999877929688,69.29712677001953,8900400
2023-01-31,72.11000061035156,72.66000366210938,71.6500015258789,72.6500015258789,69.89360046386719,9375200
