Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,149.5399932861328,150.4499969482422,145.72999572753906,147.1199951171875,144.50894165039062,2762200
2023-01-04,148.55999755859375,151.9600067138672,148.55999755859375,150.5399932861328,147.86827087402344,2620400
2023-01-05,147.16000366210938,148.72000122070312,146.02000427246094,146.42999267578125,144.32974243164062,2505700
2023-01-06,147.74000549316406,150.42999267578125,145.47999572753906,150.1699981689453,148.01612854003906,3077400
2023-01-09,151.35000610351562,152.4499969482422,150.10000610351562,150.39999389648438,148.24281311035156,3219400
2023-01-10,150.50999450683594,152.17999267578125,149.27999877929688,152.0,149.8198699951172,2198400
2023-01-11,152.3000030517578,154.11000061035156,152.27000427246094,153.9199981689453,151.71231079101562,3113600
2023-01-12,154.75999450683594,155.75,152.39999389648438,154.9199981689453,152.69798278808594,3322400
2023-01-13,153.24000549316406,156.25,152.3000030517578,155.75999450683594,153.52593994140625,2391300
2023-01-17,155.5399932861328,156.10000610351562,153.3699951171875,153.75,151.5447540283203,3073400
2023-01-18,154.49000549316406,154.75999450683594,150.32000732421875,150.4199981689453,148.2625274658203,2762400
2023-01-19,146.61000061035156,148.0,144.1999969482422,146.85000610351562,144.7437286376953,3852300
2023-01-20,147.9600067138672,151.77999877929688,147.72000122070312,151.60000610351562,149.42559814453125,3954800
2023-01-23,152.0,155.05999755859375,151.5500030517578,154.0,151.79116821289062,3608700
2023-01-24,152.9199981689453,156.6699981689453,152.66000366210938,155.3300018310547,153.10211181640625,2348500
2023-01-25,153.49000549316406,157.05999755859375,153.3699951171875,156.77000427246094,154.52145385742188,2916500
2023-01-26,157.64999389648438,158.22999572753906,154.2899932861328,155.8800048828125,153.64422607421875,3640300
2023-01-27,166.8000030517578,175.5399932861328,165.5,172.30999755859375,169.8385467529297,13997300
2023-01-30,174.7899932861328,177.86000061035156,172.50999450683594,172.66000366210938,170.1835479736328,10240700
2023-01-31,172.91000366210938,175.30999755859375,171.89999389648438,174.92999267578125,172.42095947265625,5170900
2023-02-01,173.3800048828125,175.1199951171875,171.92999267578125,173.61000061035156,171.1199188232422,3725200
2023-02-02,174.16000366210938,175.22000122070312,171.0800018310547,173.1300048828125,170.6468048095703,6895500
2023-02-03,171.55999755859375,180.39999389648438,171.2100067138672,178.86000061035156,176.29461669921875,5305100
2023-02-06,176.74000549316406,177.75,175.69000244140625,176.47999572753906,173.94874572753906,3397800
2023-02-07,175.0500030517578,179.02999877929688,174.75,178.6999969482422,176.13690185546875,3526300
2023-02-08,179.75,180.10000610351562,177.8800048828125,179.0,176.43260192871094,2926500
2023-02-09,179.14999389648438,182.0800018310547,178.47999572753906,179.3699951171875,176.7972869873047,3557900
2023-02-10,178.57000732421875,179.72999572753906,176.49000549316406,179.25,176.6790313720703,2586200
2023-02-13,179.24000549316406,181.3800048828125,178.27999877929688,181.3300018310547,178.72918701171875,3102400
2023-02-14,180.30999755859375,182.14999389648438,178.7899932861328,181.02000427246094,178.4236297607422,2325900
2023-02-15,178.9199981689453,180.74000549316406,178.5,180.6699981689453,178.0786590576172,1501200
