Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,63.45000076293945,63.869998931884766,62.619998931884766,62.93000030517578,61.406490325927734,3363500
2023-01-04,63.5,64.55999755859375,63.18000030517578,63.86000061035156,62.3139762878418,3763600
2023-01-05,63.91999816894531,64.08000183105469,63.0,63.5099983215332,61.972442626953125,3902300
2023-01-06,64.08999633789062,64.5999984741211,63.7599983215332,64.55000305175781,62.987274169921875,2893400
2023-01-09,64.76000213623047,64.87999725341797,63.77000045776367,63.869998931884766,62.323726654052734,3014000
2023-01-10,63.77000045776367,63.970001220703125,63.20000076293945,63.45000076293945,61.913902282714844,6056000
2023-01-11,63.41999816894531,63.790000915527344,63.25,63.459999084472656,61.92365646362305,5409500
2023-01-12,63.79999923706055,64.22000122070312,63.5,63.68000030517578,62.13833236694336,5012000
2023-01-13,63.15999984741211,64.4800033569336,62.91999816894531,64.41000366210938,62.85066223144531,2369500
2023-01-17,64.05999755859375,64.37999725341797,63.61000061035156,63.779998779296875,62.23590850830078,3765300
2023-01-18,63.70000076293945,64.02999877929688,62.130001068115234,62.209999084472656,60.703922271728516,3565300
2023-01-19,61.900001525878906,62.2400016784668,61.400001525878906,61.720001220703125,60.22578430175781,4435300
2023-01-20,61.75,62.47999954223633,60.7599983215332,62.470001220703125,60.9576301574707,3343100
2023-01-23,62.43000030517578,63.13999938964844,62.279998779296875,63.099998474121094,61.57236862182617,2354500
2023-01-24,63.400001525878906,63.40999984741211,62.04999923706055,63.15999984741211,61.63092041015625,4874900
2023-01-25,62.599998474121094,63.68000030517578,62.439998626708984,63.5,61.96269226074219,5565000
2023-01-26,63.900001525878906,64.05000305175781,63.36000061035156,63.97999954223633,62.431068420410156,3335200
2023-01-27,63.47999954223633,63.900001525878906,63.189998626708984,63.33000183105469,61.796810150146484,2294200
2023-01-30,63.06999969482422,63.47999954223633,63.0,63.16999816894531,61.64067840576172,2080700
2023-01-31,62.47999954223633,63.27000045776367,61.7599983215332,63.220001220703125,61.68947219848633,4342000
2023-02-01,62.54999923706055,62.7599983215332,60.83000183105469,61.22999954223633,59.74764633178711,6371800
2023-02-02,61.0099983215332,61.099998474121094,58.45000076293945,59.029998779296875,57.60090255737305,10982200
2023-02-03,58.9900016784668,59.279998779296875,58.16999816894531,58.75,57.32768630981445,6736100
2023-02-06,58.459999084472656,60.0,58.29999923706055,59.959999084472656,58.50838851928711,3895400
2023-02-07,59.560001373291016,60.869998931884766,59.5,60.61000061035156,59.14265823364258,3394200
2023-02-08,60.22999954223633,61.4900016784668,59.97999954223633,60.970001220703125,59.49394226074219,6025800
2023-02-09,61.439998626708984,61.70000076293945,60.66999816894531,60.869998931884766,59.3963623046875,3747700
2023-02-10,60.79999923706055,61.38999938964844,60.75,61.31999969482422,59.83546447753906,3096900
2023-02-13,61.349998474121094,62.06999969482422,61.220001220703125,61.959999084472656,60.45996856689453,3838500
2023-02-14,61.66999816894531,61.97999954223633,61.04999923706055,61.52000045776367,60.03062438964844,3756200
2023-02-15,61.25,61.90999984741211,60.93000030517578,61.83000183105469,60.33312225341797,4141500
2023-02-16,61.61000061035156,63.06999969482422,61.22999954223633,62.15999984741211,60.65513229370117,5064500
2023-02-17,61.869998931884766,62.150001525878906,60.4900016784668,60.81999969482422,59.34756851196289,5737000
2023-02-21,60.630001068115234,60.900001525878906,59.29999923706055,59.720001220703125,58.27420425415039,4858600
