Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,99.7699966430664,100.0199966430664,96.12000274658203,96.7300033569336,95.8416748046875,5921500
2023-01-04,98.22000122070312,99.62000274658203,97.19000244140625,99.30999755859375,98.3979721069336,6289500
2023-01-05,97.83999633789062,99.23999786376953,97.36000061035156,97.91999816894531,97.02074432373047,4557100
2023-01-06,100.0,104.86000061035156,98.58000183105469,104.2699966430664,103.31241607666016,7241700
2023-01-09,105.55000305175781,108.76000213623047,104.16000366210938,106.48999786376953,105.51203918457031,6212300
2023-01-10,106.13999938964844,108.19000244140625,105.86000061035156,108.04000091552734,107.04780578613281,4638800
2023-01-11,106.68000030517578,110.19000244140625,106.52999877929688,110.05999755859375,109.04924774169922,5532600
2023-01-12,110.58000183105469,111.88999938964844,107.2300033569336,110.19999694824219,109.1879653930664,5330900
2023-01-13,107.52999877929688,110.19999694824219,107.44000244140625,109.97000122070312,108.9600830078125,5641600
2023-01-17,109.41000366210938,110.62999725341797,107.77999877929688,109.41000366210938,108.40522003173828,4848100
2023-01-18,110.76000213623047,112.38999938964844,109.58000183105469,109.69999694824219,108.69255828857422,5374100
2023-01-19,109.48999786376953,109.63999938964844,106.08999633789062,106.16000366210938,105.18506622314453,5325100
2023-01-20,106.80000305175781,109.77999877929688,106.48999786376953,109.6500015258789,108.64302062988281,5078500
2023-01-23,108.52999877929688,114.91000366210938,108.5,114.16000366210938,113.11160278320312,7669300
2023-01-24,113.47000122070312,114.06999969482422,112.47000122070312,112.98999786376953,111.95233917236328,3504700
2023-01-25,110.98999786376953,114.44000244140625,109.41000366210938,113.94999694824219,112.90351867675781,5957600
2023-01-26,114.4000015258789,115.76000213623047,112.2699966430664,115.58000183105469,114.5185546875,5813000
2023-01-27,112.62000274658203,113.88999938964844,110.69999694824219,112.5,111.46684265136719,8705700
2023-01-30,110.69000244140625,110.97000122070312,107.97000122070312,108.19999694824219,107.20632934570312,7351700
2023-01-31,108.95999908447266,111.55999755859375,108.61000061035156,111.48999786376953,110.46611022949219,6577100
2023-02-01,112.11000061035156,120.12999725341797,111.91000366210938,119.01000213623047,117.91705322265625,9886400
2023-02-02,120.30999755859375,124.91999816894531,120.30000305175781,124.26000213623047,123.11885070800781,11206500
2023-02-03,122.91999816894531,123.66999816894531,119.61000061035156,119.9800033569336,118.8781509399414,6156900
2023-02-06,118.20999908447266,119.44000244140625,116.91000366210938,117.69000244140625,116.60917663574219,5331000
2023-02-07,117.38999938964844,121.29000091552734,116.75,120.5199966430664,119.4131851196289,4935300
2023-02-08,119.1500015258789,119.37000274658203,115.47000122070312,115.94999694824219,114.8851547241211,6460500
2023-02-09,118.36000061035156,119.55999755859375,115.08000183105469,116.08000183105469,115.01396179199219,5512200
2023-02-10,114.80000305175781,114.97000122070312,112.97000122070312,114.7699966430664,113.71599578857422,4374400
2023-02-13,115.16999816894531,116.72000122070312,114.55000305175781,116.52999877929688,115.45983123779297,4198200
2023-02-14,114.87000274658203,119.01000213623047,113.8499984741211,118.44000244140625,117.35230255126953,4870700
2023-02-15,117.0,119.58000183105469,115.98999786376953,119.45999908447266,118.36292266845703,4980000
2023-02-16,116.87999725341797,118.08000183105469,115.13999938964844,115.38999938964844,114.3302993774414,9117600
2023-02-17,116.77999877929688,117.4000015258789,113.37999725341797,115.44000244140625,114.37984466552734,9287100
2023-02-21,113.63999938964844,114.83000183105469,110.93000030517578,111.27999877929688,110.25804901123047,7583900
2023-02-22,111.12000274658203,112.37999725341797,109.4800033569336,110.41000366210938,109.65223693847656,5089200
2023-02-23,112.54000091552734,113.95999908447266,109.91000366210938,112.91000366210938,112.13508605957031,7136100
2023-02-24,111.01000213623047,112.0999984741211,110.37999725341797,111.30999755859375,110.54605102539062,5808400
2023-02-27,113.51000213623047,113.88999938964844,111.48999786376953,112.06999969482422,111.30084228515625,5362700
2023-02-28,116.13999938964844,118.06999969482422,114.8499984741211,116.1500015258789,115.35283660888672,13010900
2023-03-01,117.69999694824219,119.31999969482422,116.94000244140625,117.26000213623047,116.4552230834961,6756800
2023-03-02,115.44999694824219,119.08999633789062,113.93000030517578,118.44999694824219,117.63704681396484,6502200
2023-03-03,118.75,119.13999938964844,116.94999694824219,118.95999908447266,118.14354705810547,7232400
2023-03-06,119.8499984741211,121.5,118.22000122070312,118.54000091552734,117.72643280029297,5775700
2023-03-07,118.33000183105469,118.72000122070312,115.66000366210938,116.37000274658203,115.57132720947266,5225900
2023-03-08,116.62000274658203,119.0999984741211,116.62000274658203,118.6500015258789,117.83568572998047,4474900
2023-03-09,118.69000244140625,120.95999908447266,116.8499984741211,117.04000091552734,116.23672485351562,5701400
2023-03-10,118.33999633789062,118.62000274658203,113.91999816894531,114.38999938964844,113.60491943359375,7009600
2023-03-13,113.79000091552734,117.31999969482422,111.91999816894531,115.83999633789062,115.04496002197266,8221300
2023-03-14,118.77999877929688,121.23999786376953,117.87999725341797,120.33999633789062,119.51407623291016,8322400
2023-03-15,118.5199966430664,118.83000183105469,115.69999694824219,118.4800033569336,117.6668472290039,9517700
2023-03-16,118.20999908447266,123.43000030517578,116.9000015258789,122.83000183105469,121.98699188232422,6787700
