Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,125.5199966430664,128.47999572753906,125.2300033569336,127.31999969482422,124.73847961425781,335300
2023-01-04,128.05999755859375,129.38999938964844,127.5199966430664,129.08999633789062,126.47258758544922,320700
2023-01-05,128.72000122070312,128.72000122070312,126.16000366210938,126.16000366210938,123.60201263427734,354300
2023-01-06,127.05999755859375,128.64999389648438,124.91999816894531,128.58999633789062,125.98272705078125,460100
2023-01-09,128.24000549316406,128.3699951171875,125.08000183105469,125.11000061035156,122.57329559326172,371300
2023-01-10,125.4800033569336,128.2100067138672,124.7699966430664,126.5199966430664,123.95470428466797,404900
2023-01-11,126.5199966430664,126.9000015258789,124.19999694824219,126.58999633789062,124.02328491210938,611100
2023-01-12,127.06999969482422,127.06999969482422,124.11000061035156,126.0,123.44524383544922,607300
2023-01-13,125.19999694824219,128.9600067138672,124.27999877929688,128.75,126.13948059082031,389400
2023-01-17,128.42999267578125,129.16000366210938,125.29000091552734,128.0,125.40470123291016,521500
2023-01-18,128.3300018310547,128.4600067138672,126.13999938964844,127.19000244140625,124.61112213134766,378100
2023-01-19,126.62999725341797,126.98999786376953,124.98999786376953,125.86000061035156,123.30809020996094,360400
2023-01-20,126.3499984741211,128.97000122070312,125.18000030517578,128.91000366210938,126.2962417602539,390000
2023-01-23,128.99000549316406,130.47999572753906,128.27000427246094,129.83999633789062,127.20738220214844,200200
2023-01-24,129.4499969482422,130.6999969482422,128.80999755859375,128.83999633789062,126.2276611328125,204000
2023-01-25,128.0500030517578,130.6999969482422,128.0,130.67999267578125,128.0303497314453,375200
2023-01-26,131.4600067138672,131.77999877929688,130.02999877929688,130.77999877929688,128.1283416748047,208600
2023-01-27,130.80999755859375,130.97000122070312,129.72999572753906,130.35000610351562,127.70706176757812,246100
2023-01-30,130.19000244140625,132.82000732421875,130.19000244140625,130.5500030517578,127.90299987792969,306300
2023-01-31,131.02999877929688,132.69000244140625,130.2100067138672,132.58999633789062,129.90162658691406,535800
2023-02-01,132.17999267578125,133.42999267578125,131.0800018310547,132.25,129.5685272216797,427300
2023-02-02,132.4600067138672,134.8000030517578,130.42999267578125,133.5800018310547,130.87156677246094,464300
2023-02-03,132.91000366210938,133.67999267578125,130.88999938964844,133.6300048828125,130.92054748535156,298500
2023-02-06,133.6699981689453,133.6699981689453,132.07000732421875,133.1300048828125,130.43067932128906,271100
2023-02-07,132.5399932861328,136.1999969482422,131.5399932861328,135.64999389648438,132.8995819091797,491700
2023-02-08,131.0,133.0,129.38999938964844,131.3699951171875,128.70635986328125,827900
2023-02-09,131.5399932861328,134.5,130.97999572753906,132.13999938964844,129.46075439453125,581800
2023-02-10,131.9199981689453,134.05999755859375,131.66000366210938,133.41000366210938,130.7050018310547,497200
2023-02-13,132.8000030517578,134.77000427246094,132.36000061035156,133.57000732421875,130.86175537109375,483800
2023-02-14,133.60000610351562,134.14999389648438,130.22999572753906,130.25,127.60905456542969,295300
2023-02-15,129.6699981689453,131.97000122070312,128.85000610351562,131.9499969482422,129.27459716796875,491700
2023-02-16,130.8800048828125,133.58999633789062,130.8800048828125,132.94000244140625,130.24453735351562,259700
2023-02-17,132.9499969482422,133.30999755859375,131.8000030517578,132.41000366210938,129.7252655029297,243900
2023-02-21,131.5399932861328,131.9199981689453,130.2100067138672,131.5500030517578,128.88270568847656,323800
2023-02-22,131.75,131.97999572753906,130.10000610351562,130.4600067138672,127.8148422241211,406700
2023-02-23,130.22000122070312,131.38999938964844,127.16000366210938,128.2100067138672,125.61044311523438,468400
2023-02-24,126.95999908447266,128.41000366210938,126.04000091552734,127.9800033569336,126.07344055175781,293700
2023-02-27,128.5500030517578,129.72999572753906,126.98999786376953,127.36000061035156,125.4626693725586,390600
2023-02-28,127.33999633789062,128.39999389648438,126.83000183105469,127.38999938964844,125.49222564697266,372600
2023-03-01,126.69000244140625,127.44000244140625,125.5199966430664,126.44999694824219,124.56622314453125,270600
2023-03-02,126.05999755859375,127.02999877929688,125.05000305175781,125.80999755859375,123.93576049804688,339300
