Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,135.5399932861328,137.22000122070312,135.2100067138672,136.66000366210938,132.6265411376953,1248300
2023-01-04,137.32000732421875,139.5399932861328,136.8800048828125,138.9600067138672,134.85867309570312,1466000
2023-01-05,138.25999450683594,139.52000427246094,137.1999969482422,139.33999633789062,135.22744750976562,1108800
2023-01-06,140.0,142.0500030517578,139.2899932861328,141.3699951171875,137.19754028320312,1308100
2023-01-09,141.72999572753906,142.05999755859375,139.3300018310547,140.00999450683594,135.87765502929688,1534200
2023-01-10,140.4600067138672,142.14999389648438,140.13999938964844,141.25999450683594,137.0907745361328,905700
2023-01-11,140.38999938964844,140.9199981689453,137.8699951171875,138.22999572753906,134.15020751953125,1553500
2023-01-12,138.61000061035156,139.0800018310547,136.89999389648438,137.07000732421875,133.0244598388672,1365600
2023-01-13,136.24000549316406,139.33999633789062,135.6999969482422,138.97000122070312,134.8683624267578,1203300
2023-01-17,138.85000610351562,138.85000610351562,134.1999969482422,135.52000427246094,131.5201873779297,1798400
2023-01-18,135.35000610351562,135.6300048828125,131.9199981689453,132.42999267578125,128.52137756347656,1900100
2023-01-19,126.05000305175781,127.16000366210938,122.0,124.63999938964844,120.96131134033203,4888600
2023-01-20,125.05999755859375,125.9800033569336,123.27999877929688,125.6500015258789,121.94149780273438,2522200
2023-01-23,125.72000122070312,126.66000366210938,124.81999969482422,125.23999786376953,121.54359436035156,2064900
2023-01-24,125.0,127.77999877929688,124.61000061035156,127.26000213623047,123.50398254394531,1852900
2023-01-25,126.70999908447266,129.47999572753906,126.01000213623047,128.6199951171875,124.8238296508789,1454300
2023-01-26,128.77999877929688,128.9600067138672,127.62000274658203,128.60000610351562,124.80443572998047,1256500
2023-01-27,128.27999877929688,129.1199951171875,127.54000091552734,127.83000183105469,124.05715942382812,1075600
2023-01-30,127.94999694824219,128.64999389648438,127.43000030517578,128.0,124.22212982177734,1159200
2023-01-31,128.82000732421875,128.82000732421875,127.01000213623047,128.47000122070312,124.67826080322266,1414400
2023-02-01,127.44999694824219,128.85000610351562,126.06999969482422,128.16000366210938,124.37741088867188,1794100
2023-02-02,125.0,132.11000061035156,123.08000183105469,131.88999938964844,127.99732971191406,4016400
2023-02-03,131.75999450683594,132.22000122070312,128.4499969482422,131.3300018310547,127.453857421875,1760800
2023-02-06,131.3000030517578,135.0399932861328,130.67999267578125,134.97999572753906,130.99612426757812,2233700
2023-02-07,134.7100067138672,137.64999389648438,134.05999755859375,136.72000122070312,132.6847686767578,1493300
2023-02-08,135.99000549316406,138.25,135.86000061035156,136.8300018310547,132.79153442382812,1483300
2023-02-09,137.5,137.8300018310547,132.35000610351562,133.55999755859375,129.61802673339844,1842000
2023-02-10,133.58999633789062,135.63999938964844,133.14999389648438,135.41000366210938,131.4134521484375,1391700
2023-02-13,135.66000366210938,137.27999877929688,135.5399932861328,136.50999450683594,132.48097229003906,1215800
2023-02-14,136.3699951171875,136.91000366210938,133.99000549316406,135.0399932861328,131.05435180664062,1276500
