Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,41.849998474121094,40.58000183105469,40.70000076293945,41.58000183105469,5835100.0,40.04974365234375
2019-01-03,41.70000076293945,40.4900016784668,41.349998474121094,40.720001220703125,10236000.0,39.22138977050781
2019-01-04,42.630001068115234,41.5099983215332,41.529998779296875,42.439998626708984,7058600.0,40.87809371948242
2019-01-07,43.06999969482422,42.0,42.220001220703125,42.7400016784668,8543700.0,41.167049407958984
2019-01-08,43.630001068115234,42.65999984741211,43.369998931884766,43.279998779296875,7784700.0,41.68717575073242
2019-01-09,43.91999816894531,43.31999969482422,43.54999923706055,43.83000183105469,5166100.0,42.21693801879883
2019-01-10,43.93000030517578,43.27000045776367,43.470001220703125,43.709999084472656,5205500.0,42.10135269165039
2019-01-11,44.060001373291016,43.18000030517578,43.310001373291016,43.81999969482422,4217500.0,42.207305908203125
2019-01-14,44.11000061035156,43.29999923706055,43.45000076293945,43.79999923706055,5815100.0,42.18804168701172
2019-01-15,44.290000915527344,43.349998474121094,43.54999923706055,44.25,6481700.0,42.62147521972656
2019-01-16,47.18000030517578,44.9900016784668,45.650001525878906,46.70000076293945,12599700.0,44.9813117980957
2019-01-17,47.25,46.029998779296875,46.369998931884766,46.91999816894531,7783200.0,45.193214416503906
2019-01-18,48.20000076293945,46.93000030517578,47.220001220703125,47.97999954223633,7954800.0,46.214202880859375
2019-01-22,47.97999954223633,47.18000030517578,47.650001525878906,47.470001220703125,9036600.0,45.72297286987305
2019-01-23,47.959999084472656,46.810001373291016,47.959999084472656,47.31999969482422,6993100.0,45.578495025634766
2019-01-24,47.849998474121094,47.13999938964844,47.209999084472656,47.380001068115234,4317700.0,45.63629150390625
2019-01-25,48.22999954223633,47.54999923706055,48.150001525878906,47.970001220703125,7786800.0,46.204566955566406
2019-01-28,47.869998931884766,47.2599983215332,47.459999084472656,47.52000045776367,7852500.0,45.77113723754883
2019-01-29,47.810001373291016,47.06999969482422,47.439998626708984,47.720001220703125,5303300.0,45.96377944946289
2019-01-30,47.810001373291016,46.7599983215332,47.810001373291016,46.869998931884766,7874900.0,45.14505386352539
2019-01-31,46.95000076293945,46.43000030517578,46.720001220703125,46.77000045776367,8322200.0,45.048736572265625
2019-02-01,47.52000045776367,46.77000045776367,46.880001068115234,47.029998779296875,6323300.0,45.299163818359375
2019-02-04,47.220001220703125,46.810001373291016,47.0,47.20000076293945,5377700.0,45.462913513183594
2019-02-05,47.5,46.119998931884766,47.20000076293945,46.59000015258789,11507300.0,44.875362396240234
2019-02-06,46.689998626708984,45.79999923706055,46.33000183105469,46.11000061035156,6299300.0,44.413028717041016
2019-02-07,46.0,44.77000045776367,45.7599983215332,45.18000030517578,6526100.0,43.51724624633789
2019-02-08,45.0,43.880001068115234,44.84000015258789,44.7599983215332,6512100.0,43.112709045410156
2019-02-11,45.209999084472656,44.5,45.040000915527344,44.7400016784668,4456200.0,43.093441009521484
2019-02-12,46.13999938964844,45.119998931884766,45.25,45.880001068115234,7018200.0,44.19149398803711
2019-02-13,46.61000061035156,45.869998931884766,46.119998931884766,45.97999954223633,6148400.0,44.452518463134766
2019-02-14,45.560001373291016,44.7400016784668,45.29999923706055,45.290000915527344,6082500.0,43.78544235229492
2019-02-15,46.380001068115234,45.63999938964844,45.75,46.36000061035156,7000200.0,44.81990051269531
2019-02-19,47.20000076293945,46.0,46.0,47.060001373291016,4977700.0,45.496646881103516
2019-02-20,46.52000045776367,45.70000076293945,46.060001373291016,46.45000076293945,8832300.0,44.90690994262695
2019-02-21,46.45000076293945,45.59000015258789,46.25,45.720001220703125,5519500.0,44.20116424560547
2019-02-22,46.18000030517578,45.75,45.90999984741211,46.16999816894531,3571800.0,44.636207580566406
2019-02-25,46.959999084472656,45.970001220703125,46.63999938964844,46.0099983215332,5391000.0,44.48152160644531
2019-02-26,46.939998626708984,45.7599983215332,45.77000045776367,46.560001373291016,3938100.0,45.01325607299805
2019-02-27,46.880001068115234,46.40999984741211,46.56999969482422,46.56999969482422,3582500.0,45.022918701171875
2019-02-28,46.689998626708984,45.97999954223633,46.54999923706055,46.0099983215332,5900400.0,44.48152160644531
2019-03-01,47.099998474121094,46.439998626708984,46.4900016784668,46.810001373291016,7009000.0,45.254947662353516
2019-03-04,47.060001373291016,45.13999938964844,47.0,45.650001525878906,6353900.0,44.133487701416016
2019-03-05,46.029998779296875,45.220001220703125,45.75,45.880001068115234,4432300.0,44.3558464050293
2019-03-06,46.15999984741211,45.22999954223633,45.84000015258789,45.2599983215332,3776300.0,43.756439208984375
2019-03-07,45.0099983215332,43.4900016784668,44.959999084472656,44.02000045776367,7948300.0,42.5576286315918
2019-03-08,43.66999816894531,43.11000061035156,43.630001068115234,43.45000076293945,6597900.0,42.00657272338867
2019-03-11,44.18000030517578,43.52000045776367,43.75,43.790000915527344,6048500.0,42.33527374267578
2019-03-12,44.15999984741211,43.72999954223633,43.939998626708984,43.9900016784668,4524200.0,42.52862548828125
2019-03-13,44.630001068115234,44.15999984741211,44.369998931884766,44.40999984741211,5602000.0,42.93467712402344
2019-03-14,45.36000061035156,44.0099983215332,44.27000045776367,45.29999923706055,9023400.0,43.79511260986328
2019-03-15,45.689998626708984,45.20000076293945,45.20000076293945,45.45000076293945,7283900.0,43.94012451171875
2019-03-18,46.0,45.61000061035156,45.66999816894531,45.900001525878906,3489100.0,44.375179290771484
2019-03-19,46.68000030517578,45.59000015258789,46.279998779296875,45.7400016784668,4462000.0,44.22049331665039
2019-03-20,45.91999816894531,44.5,45.58000183105469,44.560001373291016,8102100.0,43.07969284057617
2019-03-21,44.4900016784668,43.779998779296875,44.2400016784668,43.810001373291016,8840300.0,42.354610443115234
2019-03-22,43.349998474121094,41.54999923706055,43.130001068115234,41.79999923706055,11708700.0,40.411380767822266
2019-03-25,42.25,41.459999084472656,41.849998474121094,41.83000183105469,7921700.0,40.440391540527344
2019-03-26,42.75,42.209999084472656,42.310001373291016,42.54999923706055,10285400.0,41.1364631652832
2019-03-27,42.529998779296875,41.59000015258789,42.5,41.90999984741211,6557300.0,40.517730712890625
2019-03-28,42.689998626708984,41.7599983215332,42.040000915527344,42.689998626708984,8217000.0,41.27181625366211
2019-03-29,43.290000915527344,42.709999084472656,43.209999084472656,42.7599983215332,6539600.0,41.33948516845703
2019-04-01,44.2400016784668,43.20000076293945,43.349998474121094,44.130001068115234,5281300.0,42.663978576660156
2019-04-02,44.41999816894531,43.68000030517578,43.880001068115234,44.380001068115234,4147800.0,42.90567398071289
2019-04-03,44.95000076293945,44.41999816894531,44.88999938964844,44.630001068115234,5965500.0,43.14736557006836
2019-04-04,44.970001220703125,44.630001068115234,44.630001068115234,44.869998931884766,9045100.0,43.379390716552734
2019-04-05,44.9900016784668,44.40999984741211,44.95000076293945,44.54999923706055,6729100.0,43.07002639770508
2019-04-08,44.790000915527344,44.130001068115234,44.34000015258789,44.779998779296875,8416000.0,43.29238510131836
2019-04-09,44.630001068115234,44.08000183105469,44.29999923706055,44.45000076293945,6747900.0,42.97334671020508
2019-04-10,44.470001220703125,43.970001220703125,44.470001220703125,44.27000045776367,5796400.0,42.7993278503418
2019-04-11,44.7400016784668,44.04999923706055,44.47999954223633,44.2599983215332,6533500.0,42.7896614074707
2019-04-12,45.790000915527344,44.95000076293945,45.0,45.349998474121094,6815800.0,43.843448638916016
2019-04-15,46.75,44.5,46.75,45.029998779296875,8764700.0,43.53408432006836
2019-04-16,45.77000045776367,45.15999984741211,45.2599983215332,45.65999984741211,6166200.0,44.14314651489258
2019-04-17,46.189998626708984,45.29999923706055,45.91999816894531,46.099998474121094,7102000.0,44.56853103637695
2019-04-18,46.0,44.91999816894531,45.79999923706055,45.54999923706055,5666700.0,44.036800384521484
2019-04-22,45.54999923706055,45.18000030517578,45.4900016784668,45.45000076293945,4923500.0,43.94012451171875
2019-04-23,45.86000061035156,45.08000183105469,45.31999969482422,45.560001373291016,6883300.0,44.04648208618164
2019-04-24,45.34000015258789,44.369998931884766,45.34000015258789,45.06999969482422,4959900.0,43.572750091552734
2019-04-25,45.77000045776367,44.77000045776367,44.95000076293945,45.310001373291016,4214600.0,43.80477523803711
2019-04-26,45.400001525878906,44.40999984741211,45.290000915527344,44.900001525878906,6664200.0,43.40839767456055
2019-04-29,46.08000183105469,45.04999923706055,45.119998931884766,45.900001525878906,5292200.0,44.375179290771484
2019-04-30,46.13999938964844,45.11000061035156,45.849998474121094,45.779998779296875,6629000.0,44.25916290283203
2019-05-01,46.18000030517578,45.09000015258789,45.959999084472656,45.560001373291016,7019300.0,44.04648208618164
2019-05-02,46.33000183105469,45.40999984741211,45.4900016784668,45.880001068115234,4387300.0,44.3558464050293
2019-05-03,46.540000915527344,45.90999984741211,46.060001373291016,46.2400016784668,4085700.0,44.703887939453125
2019-05-06,46.40999984741211,45.099998474121094,45.38999938964844,46.2599983215332,4663600.0,44.72322082519531
2019-05-07,46.150001525878906,45.29999923706055,45.66999816894531,45.68000030517578,7113900.0,44.16248321533203
2019-05-08,46.150001525878906,45.52000045776367,45.54999923706055,45.58000183105469,3600700.0,44.065818786621094
2019-05-09,45.86000061035156,44.4900016784668,44.900001525878906,45.81999969482422,6288800.0,44.29783248901367
2019-05-10,46.150001525878906,44.720001220703125,45.59000015258789,45.849998474121094,6131900.0,44.326839447021484
2019-05-13,44.959999084472656,43.619998931884766,44.81999969482422,43.810001373291016,7829000.0,42.354610443115234
2019-05-14,44.790000915527344,43.619998931884766,43.709999084472656,44.34000015258789,5098200.0,43.03398895263672
2019-05-15,43.77000045776367,42.72999954223633,43.65999984741211,42.7400016784668,10343600.0,41.48111343383789
